Tract Hemisphere Point Value Std.Error DF t.value p.value p.val.adj Position
AF R 23 -0.00959999999999931 0.0447458530193978 244 -0.214545021542837 0.83030125724443 1 62.8571428571429
AF R 24 -0.0135666666666664 0.0447458530193979 244 -0.303193832527566 0.762000495311415 1 65.7142857142857
AF R 25 -0.0307999999999994 0.0447458530193978 244 -0.688331944116638 0.491897665459908 1 68.5714285714286
AF R 26 -0.0310999999999998 0.0447458530193978 244 -0.695036476039859 0.487693784810902 1 71.4285714285714
AF R 27 0.0190333333333334 0.0447458530193979 244 0.425365303128363 0.670945307352633 1 74.2857142857143
AF R 28 0.013983333333333 0.0447458530193979 244 0.312505682420918 0.75492315729915 1 77.1428571428571
AF R 29 -0.0124999999999997 0.0447458530193978 244 -0.279355496800582 0.780208666282882 1 80
AF R 30 0.0155666666666668 0.0447458530193978 244 0.347890712015669 0.728222192704885 1 82.8571428571429
AF R 31 0.00558333333333328 0.0447458530193978 244 0.124778788570928 0.900801419030119 1 85.7142857142857
AF R 32 0.0111333333333336 0.0447458530193978 244 0.248812629150396 0.803715023073781 1 88.5714285714286
AF R 33 0.0435000000000003 0.0447458530193979 244 0.972157128866055 0.331935117577783 1 91.4285714285714
AF R 34 0.0365500000000001 0.0447458530193979 244 0.816835472644923 0.414819260987648 1 94.2857142857143
AF R 35 -0.00916666666666644 0.0447458530193978 244 -0.20486069765376 0.83785175151351 1 97.1428571428571
AF R 36 0.0182833333333338 0.0447458530193979 244 0.408603973320338 0.683188688875714 1 100
ILF L 1 0.0169212121212122 0.0232904151091830 575 0.726531152059221 0.4678088676609 0.999800019998 0
ILF L 2 0.00950404040404175 0.0232904151091830 575 0.408066595614026 0.683376686853164 1 3.125
ILF L 3 -0.0132979797979788 0.0232904151091829 575 -0.570963623260441 0.568247375463656 1 6.25
ILF L 4 -0.00394242424242371 0.0232904151091829 575 -0.169272390549591 0.86564192350504 1 9.375
ILF L 5 0.0123464646464662 0.0232904151091829 575 0.530109256901919 0.596240821031079 1 12.5
ILF L 6 0.00389898989898882 0.0232904151091830 575 0.167407488475872 0.867108291817701 1 15.625
ILF L 7 0.00852323232323268 0.023290415109183 575 0.365954504600999 0.714533621605732 1 18.75
ILF L 8 -0.0125919191919187 0.0232904151091829 575 -0.540648122108995 0.588959503728226 1 21.875
ILF L 9 0.00170000000000076 0.0232904151091830 575 0.0729913997681597 0.941838344058008 1 25
ILF L 10 0.00330808080807989 0.023290415109183 575 0.142036146310487 0.887101206278538 1 28.125
ILF L 11 -0.00641515151514922 0.0232904151091829 575 -0.275441699303155 0.783075863516306 1 31.25
ILF L 12 -0.0163717171717168 0.0232904151091829 575 -0.702937972336172 0.482378900419631 1 34.375
ILF L 13 -0.0177000000000003 0.023290415109183 575 -0.759969279938745 0.447584424537575 0.999800019998 37.5
ILF L 14 -0.0239060606060607 0.0232904151091830 575 -1.02643342739885 0.305118927572917 0.99050094990501 40.625
ILF L 15 -0.0256474747474735 0.0232904151091830 575 -1.10120298960928 0.271269075222585 0.981701829817018 43.75
ILF L 16 -0.0476505050505058 0.023290415109183 575 -2.04592768429096 0.0412178706433837 0.436556344365563 46.875
ILF L 17 -0.0487525252525242 0.0232904151091830 575 -2.09324415318394 0.0367649098210422 0.402459754024598 50
ILF L 18 -0.053155555555556 0.0232904151091830 575 -2.28229317967793 0.0228364037632939 0.291770822917708 53.125
ILF L 19 -0.0607727272727261 0.0232904151091829 575 -2.60934495962524 0.00930772013776191 0.143785621437856 56.25
ILF L 20 -0.0572161616161619 0.023290415109183 575 -2.45663983866061 0.0143187449087184 0.204979502049795 59.375
ILF L 21 -0.0656787878787872 0.0232904151091829 575 -2.81999215432152 0.00496811289518538 0.0854914508549145 62.5
ILF L 22 -0.0696858585858586 0.0232904151091830 575 -2.99204021307386 0.00289004377951217 0.0543945605439456 65.625
ILF L 23 -0.0646979797979795 0.0232904151091830 575 -2.77788006330855 0.0056501022429091 0.093890610938906 68.75
ILF L 24 -0.0711393939393937 0.0232904151091830 575 -3.05444937781915 0.00235914078374800 0.0475952404759524 71.875
ILF L 25 -0.0701232323232314 0.0232904151091830 575 -3.01081934325778 0.00271979731838815 0.0517948205179482 75
ILF L 26 -0.0356373737373733 0.0232904151091830 575 -1.53013046655927 0.126534373898088 0.81011898810119 78.125
ILF L 27 -0.0252525252525243 0.0232904151091830 575 -1.08424539168337 0.278710415314248 0.984101589841016 81.25
ILF L 28 -0.00532222222222177 0.0232904151091830 575 -0.228515558751176 0.81932670695569 1 84.375
ILF L 29 -0.0105030303030301 0.0232904151091830 575 -0.450959343308953 0.652188861766485 1 87.5
ILF L 30 -0.0132070707070702 0.023290415109183 575 -0.567060339850401 0.570894485029235 1 90.625
ILF L 31 -0.0280666666666666 0.023290415109183 575 -1.20507369813260 0.228670573167121 0.962003799620038 93.75
ILF L 32 -0.0272999999999996 0.0232904151091830 575 -1.17215600804108 0.241619845937555 0.97030296970303 96.875
ILF L 33 0.0218848484848484 0.023290415109183 575 0.939650426248505 0.347791455311008 0.995400459954005 100
ILF R 1 -0.0318797979797984 0.0254119804540053 575 -1.25451843619586 0.210163329319331 1 0
ILF R 2 -0.0329787878787874 0.0254119804540053 575 -1.29776535671738 0.194888339226769 1 3.125
ILF R 3 -0.0403828282828287 0.0254119804540053 575 -1.58912558412832 0.112581704624344 1 6.25
ILF R 4 -0.040846464646465 0.0254119804540053 575 -1.60737037872336 0.108522085484321 1 9.375
ILF R 5 -0.0370494949494949 0.0254119804540053 575 -1.45795385828165 0.145399212125089 1 12.5
ILF R 6 -0.0189949494949508 0.0254119804540053 575 -0.747480092286823 0.455079381386943 1 15.625
ILF R 7 -0.0139717171717178 0.0254119804540053 575 -0.549808276336667 0.582664366240113 1 18.75
ILF R 8 -0.026577777777778 0.0254119804540053 575 -1.04587589408400 0.29605779301419 1 21.875
ILF R 9 -0.03639898989899 0.0254119804540053 575 -1.43235549723764 0.152585501580534 1 25
ILF R 10 -0.0578696969696988 0.0254119804540054 575 -2.27726040772149 0.0231370663180587 1 28.125
ILF R 11 -0.0437090909090896 0.0254119804540053 575 -1.72001906692008 0.0859670447938415 1 31.25
ILF R 12 -0.0381424242424248 0.0254119804540053 575 -1.50096228475624 0.133914215978668 1 34.375
ILF R 13 -0.0303636363636377 0.0254119804540054 575 -1.19485517543958 0.232636223718095 1 37.5
ILF R 14 -0.00792323232323325 0.0254119804540053 575 -0.311791217436751 0.755312219130628 1 40.625
ILF R 15 -0.00980808080808054 0.0254119804540053 575 -0.385962866051813 0.699666931960472 1 43.75
ILF R 16 -0.0192141414141433 0.0254119804540053 575 -0.756105626986455 0.449895517027434 1 46.875
ILF R 17 -0.0274272727272725 0.0254119804540053 575 -1.07930480967097 0.280904393772546 1 50
ILF R 18 -0.0216848484848499 0.0254119804540053 575 -0.853331700144292 0.393830713171672 1 53.125
ILF R 19 -0.0230474747474745 0.0254119804540053 575 -0.906953111710028 0.364811508024773 1 56.25
ILF R 20 -0.0267646464646477 0.0254119804540053 575 -1.05322946053302 0.292678221052509 1 59.375
ILF R 21 -0.00751212121212148 0.0254119804540053 575 -0.295613371248972 0.767632080442684 1 62.5
ILF R 22 -0.00304545454545537 0.0254119804540053 575 -0.119843258614476 0.904649173972562 1 65.625
ILF R 23 -0.0110797979797986 0.0254119804540053 575 -0.436006866912738 0.662995390879868 1 68.75
ILF R 24 -0.0220353535353542 0.0254119804540053 575 -0.867124605862079 0.386235449970415 1 71.875
ILF R 25 -0.0208262626262626 0.0254119804540053 575 -0.819545043486764 0.412815077707892 1 75
ILF R 26 -0.0325020202020205 0.0254119804540053 575 -1.27900382502056 0.201411630853918 1 78.125
ILF R 27 -0.0424292929292928 0.0254119804540053 575 -1.66965707399658 0.0955315017537221 1 81.25
ILF R 28 -0.0407666666666672 0.0254119804540053 575 -1.60423020710461 0.109212405328599 1 84.375
ILF R 29 -0.0283666666666675 0.0254119804540053 575 -1.11627138695506 0.264772241518928 1 87.5
ILF R 30 0.00221717171717127 0.0254119804540053 575 0.0872490721919239 0.930503909223991 1 90.625
ILF R 31 -0.00566565656565738 0.0254119804540053 575 -0.222952184931513 0.823651897935891 1 93.75
ILF R 32 -0.0145373737373742 0.0254119804540053 575 -0.572067720722761 0.567499673334371 1 96.875
ILF R 33 0.0177717171717166 0.0254119804540053 575 0.699344043801807 0.48461984588232 1 100
